alt_LandUse_1_Env093_BUILT,alt_LandUse_1_Env094_INTENSIVE,alt_LandUse_1_Env095_HERBCROPS,alt_LandUse_1_Env096_WoodCrops,alt_LandUse_1_Env097_HETEROGENEO,alt_LandUse_1_Env098_Natural,alt_LandUse_1_Env99_MainLU,Climate_Env001_Tref,Climate_Env002_PPTref,Climate_Env003_ET0ref,Climate_Env004_Rad,Climate_Env006_Snow,Climate_Env007_WaterBal,Topography_Env013_Slope,Topography_Env015_Zmean,Topography_Env104_MGU_litt,social_1_S042_Pdens,social_1_S003_MsR,social_1_S007_EGR,social_1_S008_DT,social_1_S013_IME,social_1_S015_ODI,social_1_S036_Tbmortalid,social_1_S040_Tbnatalidad,Topography_S048_distBigCity,econ_Education_1_S042_literacyIndex,econ_Education_1_S043_enrollmentIndex,econ_Education_1_S044_eduIndex,social_1_S46_HDI,social_1_Ec001_ActR,altEconomyClass_1_Ec108_Paro,altEconomyClass_1_Ec109_incomePerCapita,altEconomyClass_1_Ec110_incomeIndex,altEconomyClass_1_Ec077_EarnedIncome,econ_Education_1_Ec111_Illiterate,econ_Education_1_Ec_112_NoStudies,econ_Education_1_Ec91_EduPrimHab,econ_Education_1_Ec92_EduSecunHab,econ_Education_1_Ec93_EduBachiHab,econ_Education_1_Ec94_EduUnivHab,altEconomyClass_1_Ec113_Education,altEconomyClass_1_Ec095_OcuPrimHab,altEconomyClass_1_Ec096_OcuSecunHab,altEconomyClass_1_Ec097_OcuTradingHab,altEconomyClass_1_Ec098_OcuHospitalityHab,altEconomyClass_1_Ec100_OcuBankingHab,altEconomyClass_1_Ec101_OcuServicesHab,altEconomyClass_1_Ec109_OcuTradBankServHab,ecosystemServices_1_Env104_TraditionalAgriculture ,ecosystemServices_1_Env105_IntensiveAgriculture ,ecosystemServices_1_Env106_Shepherding ,ecosystemServices_1_Env107_ForestHarvesting ,ecosystemServices_1_Env108_FiberHarvesting ,ecosystemServices_1_Env109_Freshwater ,ecosystemServices_1_Env110_CleanEnergy ,ecosystemServices_1_Env111_Timber ,ecosystemServices_1_Env112_Apiculture ,ecosystemServices_1_Env113_MedicinalCompounds ,ecosystemServices_1_Env114_AirQuality ,ecosystemServices_1_Env115_MicroclimateRegulation ,ecosystemServices_1_Env116_HabitatSpecies ,ecosystemServices_1_Env117_WaterRegulation ,ecosystemServices_1_Env118_WaterQuality ,ecosystemServices_1_Env119_ErosionControlSoilProtection,ecosystemServices_1_Env120_SoilFertility ,ecosystemServices_1_Env121_SeedDispersal ,ecosystemServices_1_Env122_Pollination ,ecosystemServices_1_Env123_BiologicalInvasionsPlaguesPrevention,ecosystemServices_1_Env124_NaturalAccidentsMitigation,ecosystemServices_1_Env125_SatisfactionConservingSpecies,ecosystemServices_1_Env126_Relaxation ,ecosystemServices_1_Env127_TraditionalEcologicalKnowledge,ecosystemServices_1_Env128_ScienticKnowledge ,ecosystemServices_1_Env129_EnvironmentalEducation ,ecosystemServices_1_Env130_RecreationalHunting ,ecosystemServices_1_Env131_Tourism ,ecosystemServices_1_Env132_AestheticValues ,ecosystemServices_1_Env133_LocalIdentity
Fair,Scarce,Fair,Fair,Scarce,Fair,Natural land,Low,Low,High,High,None,Low,Gentle,Moderate,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Immigration,Moderate,Low,Low,Near,High,Moderate,Moderate,Moderate,Average,High,Moderate,Moderate,Moderate,Low,High,Moderate,Low,Low,Low,No studies,Moderate,Low,Low,High,Low,Low,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,Low,Moderate,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,High
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Very low,Moderate,Moderate,Moderate,Low,Moderate,Steep,High,Baetic Systems,Low,More females,Increase,Moderately to doubling time,Immigration,Moderate,Low,High,Near,High,High,High,High,Average,Low,Moderate,High,High,Low,Low,Moderate,Moderate,High,Moderate,High school or higher,Low,Moderate,Moderate,Moderate,Low,High,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,High,High,High,Moderate,Moderate,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Fair,Dominant,Scarce,Scarce,Woody crops,Low,High,Moderate,Moderate,None,Moderate,Gentle,Moderate,Baetic Systems,Low,More males,Increase,Moderately to doubling time,Immigration,Moderate,Low,Low,Moderate,High,Moderate,High,Low,High,High,Low,Low,Low,Low,Low,High,Moderate,Low,Low,Elementary school,Moderate,Moderate,Low,Moderate,Low,Low,Low,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,Moderate,High,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Scarce,Scarce,Fair,Dominant,Scarce,Scarce,Woody crops,Low,Moderate,Low,Moderate,Low,Moderate,Gentle,Moderate,Baetic Systems,Moderate,More males,Increase,Moderately to doubling time,Immigration,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,High,Average,Low,Moderate,Low,Moderate,High,Low,Low,Low,Low,No studies,Low,Moderate,Moderate,Moderate,Moderate,Low,Low,High,Moderate,High,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,High,High,Moderate,Low,Moderate,Low,Moderate,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,Low,Very low,Low,Low,Low,Low,Steep,High,Baetic Systems,Low,More males,Decrease,Moderately to halftime,Emigration,High,High,Low,Near,Moderate,High,High,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Elementary school,Moderate,Moderate,High,Moderate,Moderate,Moderate,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Very low,Low,Low,Moderate,Low,Low,Steep,High,Baetic Systems,Low,More females,Decrease,Moderately to halftime,Balanced,High,High,Low,Near,High,High,High,Moderate,Low,Low,Low,Low,Moderate,Low,High,Low,Low,Low,Low,No studies,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,High,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Very low,Low,Low,Low,Low,Low,Steep,High,Baetic Systems,Low,More males,Increase,Slowly to doubling time,Immigration,Moderate,Moderate,Low,Near,Moderate,High,Moderate,Moderate,Average,Average,Low,Moderate,Moderate,High,Moderate,Moderate,Low,Low,Moderate,No studies,Low,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Fair,Scarce,Fair,Woody crops,Moderate,Moderate,High,High,None,Moderate,Moderate,Moderate,Baetic Systems,Low,More males,Decrease,Moderately to halftime,Emigration,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Low,High,High,Low,Low,Low,High,Moderate,High,Low,Low,Low,Elementary school,High,Low,Low,High,Low,Low,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,High,High,Moderate,Low,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,High
Fair,Scarce,Dominant,Fair,Scarce,Scarce,Herbaceous crops,Moderate,Low,Moderate,Moderate,None,Low,Flat,Moderate,Baetic Systems,Moderate,More males,Increase,Slowly to doubling time,Immigration,Moderate,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Average,Low,Moderate,Moderate,Low,Low,High,Low,Moderate,Moderate,Low,No studies,Moderate,Low,Moderate,Low,Moderate,Low,Low,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,High,Moderate,Low,Moderate,High,Low,Low,Moderate,Low,Low,High,Low,Low,Low,Low,High,Moderate,Moderate,Low,Moderate,Moderate,High
Scarce,Scarce,Fair,Fair,Scarce,Scarce,Herbaceous crops,Moderate,Low,Moderate,Moderate,None,Low,Gentle,Moderate,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Emigration,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,High,High,Low,Moderate,Low,Moderate,High,Low,Moderate,Low,Low,No studies,Low,Low,Moderate,Moderate,Low,Low,Low,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,Moderate,High,Low,Low,Moderate,Low,Moderate,High,Low,Low,Low,Moderate,High,High,Moderate,Low,Moderate,Moderate,Moderate
Scarce,Scarce,Fair,Fair,Scarce,Fair,Natural land,High,Moderate,High,High,None,Low,Moderate,Low,Baetic Systems,Moderate,More males,Increase,Slowly to doubling time,Emigration,Low,Low,High,Moderate,Low,Low,Low,Low,High,High,Low,Low,Low,High,High,Moderate,Low,Low,Low,No studies,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Moderate,High,Moderate,High
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Moderate,Very low,Low,Low,Low,Low,Steep,Moderate,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Balanced,High,Low,Low,Near,High,High,High,Low,Average,Low,Low,Low,Low,Moderate,High,High,Low,Moderate,Moderate,No studies,Moderate,Low,High,Low,High,Moderate,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Low,Very low,Low,Moderate,Low,Low,Steep,High,Baetic Systems,Low,More males,Increase,Fast to doubling time,Immigration,High,Low,Low,Near,High,Moderate,High,Low,Average,High,Low,Low,Low,Low,High,Low,Low,High,Low,No studies,Low,Low,High,Low,Low,Low,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,High,Very low,Moderate,Low,None,Low,Gentle,Moderate,Baetic Systems,Low,More females,Increase,Moderately to doubling time,Immigration,High,High,Low,Near,High,High,High,Low,Average,Average,Low,Low,Low,Low,High,Low,Moderate,Moderate,Moderate,No studies,Low,Low,High,Low,High,Moderate,High,Low,Low,Moderate,Moderate,Moderate,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Fair,Scarce,Scarce,Dominant,Natural land,Moderate,Very low,Moderate,Moderate,None,Low,Gentle,Moderate,Baetic Systems,Low,More males,Increase,Moderately to doubling time,Immigration,High,Moderate,Low,Near,Low,Moderate,Low,Low,Average,Average,Low,Low,Low,High,High,Low,Low,Low,Low,No studies,Moderate,Low,High,High,Low,Low,Low,Moderate,Low,Moderate,Low,Moderate,Low,Low,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,High,Moderate,High,High,None,Low,Gentle,Low,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Balanced,High,Moderate,High,Moderate,Low,Low,Low,Low,Low,Average,Moderate,Moderate,Low,High,High,Low,Low,Low,Low,No studies,Low,Low,Moderate,High,Low,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,High,High,High,High,High,Moderate,High,High,High,High,Low,High,Moderate,High,High,High,High,Moderate,High,High,Moderate
Fair,Scarce,Scarce,Dominant,Scarce,Fair,Woody crops,Moderate,Moderate,High,Moderate,None,Moderate,Moderate,Moderate,Baetic Systems,Moderate,More males,Decrease,Slowly to halftime,Balanced,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Average,High,Low,Moderate,Low,Low,High,Moderate,Low,Low,Low,No studies,Low,Low,Low,High,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Low,High,Moderate,Moderate,High,High,Moderate,Low,High,Low,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Low,Moderate,Moderate,High
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,High,Very low,Moderate,Low,None,Low,Gentle,Low,Baetic Systems,Moderate,More males,Increase,Moderately to doubling time,Immigration,Low,Low,High,Near,Moderate,Moderate,Moderate,Moderate,High,Average,Low,Moderate,Moderate,Moderate,Low,High,Moderate,Low,Low,Elementary school,Moderate,High,Moderate,Moderate,High,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,Moderate,Moderate,Low,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Fair,Fair,Fair,Fair,Natural land,High,Moderate,High,High,None,Moderate,Gentle,Moderate,Baetic Systems,Moderate,More females,Decrease,Slowly to halftime,Emigration,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Low,Average,Average,Moderate,Moderate,Moderate,High,Moderate,Low,Low,Moderate,Moderate,No studies,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,High,Moderate,High
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Very low,High,Moderate,High,High,Moderate,Steep,High,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Emigration,Low,Moderate,Moderate,Near,Moderate,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,Moderate,Moderate,Middle school,Low,Moderate,Moderate,High,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Fair,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,High,Very low,Low,Low,None,Low,Gentle,Low,Littoral,Moderate,More males,Increase,Moderately to doubling time,Immigration,Low,Low,Moderate,Moderate,High,Moderate,Moderate,High,High,Low,Moderate,Moderate,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Middle school,Low,High,Moderate,High,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,High,Low,Low,High,High,High,High,High,High,High,Moderate,High,High,High,High,Low,Moderate,Moderate,Low,High,High,High,High,Low,Moderate,Low
Fair,Scarce,Fair,Fair,Scarce,Fair,Natural land,Low,Low,Moderate,High,Low,Low,Gentle,High,Baetic Systems,Moderate,More males,Increase,Moderately to doubling time,Immigration,Low,Low,High,Near,High,Moderate,High,Moderate,Average,High,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,Middle school,Low,High,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,Moderate,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Very low,Moderate,Moderate,Moderate,Low,Moderate,Steep,High,Baetic Systems,Moderate,More males,Increase,Moderately to doubling time,Immigration,Low,Low,Moderate,Near,High,High,High,High,Average,Average,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,High,Moderate,Middle school,Low,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,High,High,High,High,Moderate,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Fair,Scarce,Scarce,Fair,Scarce,Fair,Woody crops,Low,Moderate,Low,Moderate,Low,Moderate,Moderate,Moderate,Baetic Systems,Moderate,More females,Increase,Slowly to doubling time,Immigration,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Average,High,Moderate,Moderate,Low,Moderate,Low,High,Low,Low,Moderate,Elementary school,Low,Moderate,Low,Low,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,High,High,Moderate,Low,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,High
Scarce,Scarce,Fair,Scarce,Scarce,Fair,Herbaceous crops,Moderate,Moderate,Moderate,Moderate,None,Moderate,Gentle,Moderate,Baetic Systems,Low,More males,Decrease,Moderately to halftime,Emigration,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,Average,High,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Low,No studies,Low,Moderate,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Fair,Fair,Fair,Fair,Natural land,Low,Moderate,Moderate,High,Low,Low,Gentle,High,Baetic Systems,Low,More males,Decrease,Moderately to halftime,Emigration,High,Low,High,Near,Moderate,Moderate,Moderate,Low,Low,Average,Low,Low,Low,Moderate,High,Moderate,Low,Low,Low,No studies,Low,Low,Low,Moderate,Low,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,High,High,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,High,High,High,High,Moderate,High,High,High
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,High,Very low,Moderate,Low,None,Low,Gentle,Low,Baetic Systems,Low,More males,Increase,Slowly to doubling time,Immigration,High,Moderate,Low,Near,High,Moderate,Moderate,Low,Low,Average,Low,Low,Low,Moderate,Moderate,High,Low,Low,Low,Elementary school,Low,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,High,Very low,Moderate,Low,None,Low,Gentle,Moderate,Baetic Systems,Low,More males,Increase,Fast to doubling time,Immigration,High,Low,Low,Near,High,Moderate,High,Low,Average,High,Low,Low,Low,Low,High,Low,Low,High,Low,No studies,Low,Low,High,Low,Low,Low,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Fair,Scarce,Dominant,Natural land,Very low,Moderate,Moderate,High,Low,Moderate,Steep,High,Baetic Systems,Moderate,More females,Increase,Slowly to doubling time,Immigration,Moderate,Moderate,Low,Near,Moderate,High,Moderate,Moderate,Average,Average,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,No studies,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Low,Low,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Very low,High,Moderate,High,High,High,Steep,High,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Emigration,Low,Low,High,Near,High,High,High,Moderate,Average,Average,Moderate,Moderate,Low,Low,Low,Moderate,Moderate,High,High,High school or higher,Low,Moderate,Low,High,Moderate,High,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,Moderate,High,High,High,Moderate,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Low,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Low,Very low,Low,Low,None,Low,Moderate,High,Baetic Systems,Low,More females,Decrease,Moderately to halftime,Emigration,High,High,Moderate,Near,High,High,High,Moderate,Low,Average,Low,Moderate,Low,Low,Low,High,Low,Moderate,Moderate,Elementary school,Moderate,Moderate,Low,High,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Moderate,High,High,High,High,Moderate,High,Moderate
Scarce,Scarce,Fair,Scarce,Fair,Dominant,Natural land,Very low,High,Low,Moderate,Low,High,Moderate,High,Baetic Systems,Moderate,More males,Decrease,Slowly to halftime,Emigration,Moderate,Low,High,Near,Moderate,Moderate,Moderate,Low,High,High,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Elementary school,Moderate,Low,Moderate,Low,Moderate,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Fair,Scarce,Fair,Fair,Natural land,Very low,High,Low,Moderate,Low,High,Steep,High,Baetic Systems,Moderate,More males,Decrease,Moderately to halftime,Emigration,Moderate,Moderate,Low,Near,High,High,High,Moderate,Average,High,Low,Low,Low,Low,High,Low,Moderate,Low,Moderate,No studies,Low,Low,Low,Moderate,Moderate,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Fair,Scarce,Fair,Natural land,Low,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,Baetic Systems,Low,More males,Increase,Slowly to doubling time,Immigration,Moderate,Moderate,Low,Near,Moderate,Moderate,Low,Low,Average,Average,Low,Low,Low,High,Low,Moderate,Moderate,Moderate,Low,Elementary school,Moderate,Low,Low,High,Low,Low,Low,Moderate,Low,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,High,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Fair,Scarce,Dominant,Natural land,Moderate,Very low,Low,Low,None,Low,Steep,Moderate,Baetic Systems,Low,More males,Decrease,Slowly to halftime,Emigration,High,High,Low,Near,High,Moderate,Moderate,Low,Average,Average,Low,Low,Low,Low,High,Moderate,Low,Low,Low,No studies,High,Low,Moderate,Low,Moderate,Low,Low,Low,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,High,High,High,Moderate,Moderate,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Fair,Scarce,Scarce,Scarce,Dominant,Natural land,High,Very low,Moderate,Moderate,None,Low,Gentle,Low,Littoral,Moderate,More males,Increase,Fast to doubling time,Immigration,Low,Low,High,Near,Moderate,Low,Low,Low,High,Low,Low,Low,Low,Moderate,Moderate,High,Moderate,Low,Low,Elementary school,High,Low,High,High,Moderate,Low,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,High,High,Moderate,Moderate,High,Moderate,Moderate,High,Moderate,High,High,Low,Moderate,Moderate,Low,High,High,High,High,Low,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Very low,Moderate,Moderate,High,High,Moderate,Steep,High,Baetic Systems,Moderate,More females,Increase,Slowly to doubling time,Balanced,Moderate,Moderate,Moderate,Near,High,High,High,Moderate,Average,Average,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,Middle school,Low,Moderate,Moderate,Moderate,Low,Low,Moderate,Low,Low,Moderate,Low,Moderate,Low,Low,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,High,Moderate,Moderate,High,Low,Moderate,Moderate,Moderate,High,High,High,Moderate,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,Low,Very low,Low,Low,Low,Low,Steep,High,Baetic Systems,Low,More males,Increase,Moderately to doubling time,Immigration,High,Low,Moderate,Near,High,High,High,Moderate,Average,Low,Low,Low,Moderate,Low,High,Low,Low,Moderate,Low,No studies,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,High,Very low,Moderate,Low,None,Low,Gentle,Low,Baetic Systems,Moderate,More males,Increase,Slowly to doubling time,Immigration,Moderate,Moderate,Moderate,Near,High,Moderate,High,Moderate,Average,Average,Low,Low,Low,Low,Moderate,Moderate,Moderate,Low,Low,No studies,Low,High,Moderate,Low,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,Moderate,Moderate,Moderate,High,High,High,High,Moderate,Moderate,Moderate
Scarce,Scarce,Scarce,Scarce,Fair,Dominant,Natural land,Very low,Moderate,High,High,Low,Moderate,Steep,High,Baetic Systems,Low,More females,Increase,Fast to doubling time,Immigration,Low,Low,Low,Near,High,Low,Moderate,Low,Average,High,Low,Low,Moderate,Moderate,Moderate,Low,High,Moderate,Low,Middle school,Low,Low,Low,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Moderate,High,High,High,High,Moderate,High,Moderate
Scarce,Scarce,Scarce,Scarce,Scarce,Dominant,Natural land,Low,Moderate,High,High,Low,Moderate,Steep,High,Baetic Systems,Low,More males,Increase,Moderately to doubling time,Immigration,High,Moderate,Low,Near,Moderate,High,High,Moderate,Low,Average,Low,Low,Low,Moderate,High,Low,Low,Moderate,Moderate,No studies,Low,Low,Low,Moderate,Low,Moderate,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Low,High,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,Moderate,High,High,High,High,Moderate,High,Moderate
